OBJECT_ID,CENTROID // MEAN_X_(PX),CENTROID // MEAN_Y_(PX),TIMEPOINT,INTENSITY // RawImage_MEAN,SHAPE // AREA_(PX^2)
1348,91.88679245,551.9496855,24,33851.66981,318
1349,93.96984925,423.5125628,24,33870.20603,199
1350,123.0898438,444.859375,24,33895.36328,256
1351,130.0923913,486.8179348,24,33663.91848,368
1352,130,591,24,33649.16867,249
1353,139,527.5,24,34262.21552,232
1354,175.372549,545.9411765,24,33787.24314,255
1355,190.2687861,33.29768786,24,33423.39595,346
1356,188,442,24,33082.84058,69
1357,199,612,24,33610.84828,145
1358,214,584,24,33667.89655,145
1359,228,498,24,33289.35862,145
1360,234.6255411,332.5844156,24,33851.81169,462
1361,230.5535714,83.44642857,24,33511.375,112
1362,251.3947368,312.1947368,24,33801.93684,190
1363,257,64,24,33386.88966,145
1364,261,274,24,33312.73333,45
1365,269,487,24,33319.23853,109
1366,272,667,24,33255.45382,249
1367,269,24,24,33358.89855,69
1368,292.2721519,279.8101266,24,33228.13291,158
1369,294.5,318,24,33756.32353,204
1370,343,656,24,33959.66839,193
1371,342,286,24,33201.49541,109
1372,348,451,24,33828.05517,145
1373,349.9222222,110.3222222,24,33307.29259,270
1374,358.6785714,152.1785714,24,33308.55357,280
1375,357.5,310,24,33174.55128,78
1376,377,441,24,33795,145
1377,383.3116883,180.3506494,24,33735.63312,308
1378,381,622,24,33664.38621,145
1379,385,668,24,33592.87586,145
1380,417.5204461,147.4758364,24,33768.02974,269
1381,417,642,24,34013.0069,145
1382,468.9408284,172.7426036,24,34687.98225,338
1383,488,464,24,33496.21244,193
1384,499,433,24,33488.89119,193
1385,506.1480638,147.6970387,24,34711.02961,439
1386,542,419,24,33533.08966,145
1387,543,464,24,33538.49655,145
1388,676.9244792,33.1171875,24,33665.92448,384
1389,696,23,24,33584.84058,69
1390,756,389,24,33107.75362,69
1391,762,346,24,33103.89855,69
1392,788,204,24,33914.35341,249
1393,786,376,24,33208.73913,69
1394,797,165,24,33798.85574,305
1395,799,346,24,33194.16514,109
1396,817.2469636,222.2105263,24,34117.53441,247
1397,855.4107143,205.125,24,33815.62857,280
1398,887,516,24,33095.17391,69
1399,889,494,24,33097.56522,69
1400,904.030303,250.8080808,24,33167.87205,297
1401,917.96,275.32,24,33185.70222,225
1402,928,546,24,33837.95337,193
1403,948.0699588,204.7078189,24,33210.60494,243
1404,950.9518072,232.3614458,24,33171.65964,332
1405,950,185,24,34061.32787,305
1406,959,578,24,33681.84828,145
1407,973,554,24,33580.91034,145
1408,982.9441489,238.9680851,24,34213.60106,376
1409,985,523,24,33954.89655,145
1410,1010,411,24,33925.31034,145
1411,1040,421,24,33875.53103,145
1412,1046.5,377,24,34211.70833,120
1413,1066,395,24,33941.10345,145
1414,54.89473684,494.6012146,25,34115.98583,494
1415,51,591,25,33089.66055,109
1416,54,547,25,33104.94203,69
1417,68.92537313,453.3880597,25,33837.27363,201
1418,96.14418605,423.3302326,25,33905.2,215
1419,97.46223565,547.7039275,25,33913.09063,331
1420,121,442,25,33818.30045,223
1421,127.1774648,485.7633803,25,33638.00282,355
1422,135.5,585,25,33645.97744,266
1423,138.4798535,524.978022,25,34186.71062,273
1424,177.2909091,547.3181818,25,33755.14545,220
1425,182,442,25,33080.86957,69
1426,193.0657439,29.40484429,25,33457.3045,289
1427,202,612,25,33586.06897,145
1428,219,581,25,33662.5931,145
1429,227.9491525,79.01694915,25,33401.48023,177
1430,229.5,499,25,33274.63924,158
1431,237,342,25,33828.45169,445
1432,235,23,25,33362.47826,69
1433,253.1380952,315.9190476,25,33811.64762,210
1434,254.5,271.5,25,33244.05952,84
1435,259,60,25,33361.94483,145
1436,272,667,25,33264.75904,249
1437,271,486,25,33328.68807,109
1438,290.5448029,324.1039427,25,33686.08244,279
1439,295.1754386,278.7836257,25,33223.1462,171
1440,340.5352941,286.5647059,25,33177.94706,170
1441,343,656,25,33992.09326,193
1442,348,451,25,33831.74483,145
1443,353.7044674,105.1202749,25,33299.93471,291
1444,357.8479087,148.0532319,25,33316.70342,263
1445,358.5,306,25,33164.79487,78
1446,374,621,25,33669.54483,145
1447,378,441,25,33792.08966,145
1448,384.7826087,178.7525084,25,33753.92642,299
1449,390,670,25,33588.32414,145
1450,416.7257618,148.2742382,25,33743.02493,361
1451,417,642,25,33959.51724,145
1452,473.0515222,172.5175644,25,34530.1007,427
1453,492,461,25,33494.24352,193
1454,496,429,25,33496.8342,193
1455,509.9182004,142.394683,25,34624.70143,489
1456,540,456,25,33539.89655,145
1457,542,419,25,33521.93103,145
1458,679.374026,32.24415584,25,33678.07532,385
1459,756,385,25,33104.98551,69
1460,762,346,25,33105.89855,69
1461,787,196,25,33859.79518,249
1462,789,377,25,33212.53623,69
1463,796,161,25,33847.51807,249
1464,799,346,25,33200.21101,109
1465,817.7463235,221.2426471,25,34050.05515,272
1466,855.0303951,201.0334347,25,33765.48936,329
1467,889,494,25,33093.21739,69
1468,895,515,25,33100.2029,69
1469,902.90625,249.7951389,25,33171.6875,288
1470,921.0782123,274.6759777,25,33190.3352,179
1471,932,545,25,33852.20207,193
1472,946,203,25,33209.28139,231
1473,946.9364407,229.0042373,25,33182.18644,236
1474,952,180,25,34088.3541,305
1475,957,577,25,33657.56881,109
1476,974,551,25,33562.61379,145
1477,982.8904494,237.3735955,25,34219.21629,356
1478,989,519,25,34029.29655,145
1479,1010,411,25,33964.75172,145
1480,1041,421,25,33934.13103,145
1481,1047,377,25,34075.25688,109
1482,1068,393,25,33911.5931,145
1483,38.53719008,487.6280992,26,35005.68595,121
1484,44,550,26,33093.72464,69
1485,62,598,26,33092.66055,109
1486,65,442.5,26,34045.30108,186
1487,69.41904762,501.152381,26,35312.17143,105
1488,95.68518519,421.8333333,26,34036.82099,162
1489,101.5754717,538.9937107,26,33935.78616,318
1490,121,448,26,33768.98403,313
1491,126.7640449,482.8595506,26,33677.74157,356
1492,133,522,26,34086.64257,249
1493,136,584,26,33644.77108,249
1494,175.7528958,545.7876448,26,33763.31274,259
1495,191.7284345,28.64536741,26,33440.29073,313
1496,188,440,26,33081.33333,69
1497,195,611,26,33534.17931,145
1498,216,582,26,33697.86207,145
1499,229.7,78.65789474,26,33387.97895,190
1500,234,499,26,33318.27586,145
1501,239.4210526,346.1510297,26,33805.8238,437
1502,237,26,26,33333.57971,69
1503,251.6226415,273.8679245,26,33232.25472,106
1504,255,62,26,33330.68966,145
1505,258.0952381,325.4353741,26,34024.38095,147
1506,270,667,26,33272.22892,249
1507,275,489,26,33329.75229,109
1508,291,326,26,33679.76166,193
1509,304.376,279.488,26,33209.336,125
1510,333,655,26,34026.72539,193
1511,345.5,286,26,33179.0061,164
1512,346,446,26,33759.72414,145
1513,354.5164835,105.6849817,26,33300.22344,273
1514,360.7639752,143.6242236,26,33309.07143,322
1515,360,309,26,33152.50725,69
1516,374,621,26,33654.11399,193
1517,383.6245487,177.6462094,26,33765.87004,277
1518,381,441,26,33781.24138,145
1519,386,670,26,33542.05517,145
1520,417.9260355,147.6331361,26,33791.68639,338
1521,417,642,26,33955.12414,145
1522,470.9457995,170.5555556,26,34701.14363,369
1523,492,461,26,33528.32124,193
1524,496,429,26,33471.25389,193
1525,506.9496718,143.9321663,26,34776.79212,457
1526,541,457,26,33537.06897,145
1527,542,419,26,33509.24138,145
1528,679.9929577,32.17840376,26,33677.5892,426
1529,761,385,26,33109,69
1530,762,343,26,33109.86957,69
1531,787,198,26,33980.85542,249
1532,788,373,26,33215.38532,109
1533,796,163,26,33879.51004,249
1534,799,345,26,33196.10092,109
1535,816.0420712,222.9967638,26,34017.7411,309
1536,855.801444,201.8736462,26,33782.65704,277
1537,891,489,26,33098.95652,69
1538,899,252,26,33172.21525,223
1539,895,515,26,33100.05797,69
1540,925.9213974,270.4497817,26,33188.92576,229
1541,930,543,26,33824.88601,193
1542,943.2774869,203.8167539,26,33210.13089,191
1543,945.5963303,228.4311927,26,33178.74771,218
1544,956,180,26,34087.81967,305
1545,957,577,26,33708.10092,109
1546,974.5,551,26,33583.60759,158
1547,980.2463768,237.2391304,26,34259.74155,414
1548,980,522,26,33848.78621,145
1549,1010,411,26,33924.77931,145
1550,1043,421,26,33995.02759,145
1551,1048.5,377,26,34123.31667,120
1552,1068,393,26,33859.77241,145
1553,36,482,27,34100.41969,193
1554,46,546,27,33098.11594,69
1555,61.75892857,436.6785714,27,33782.15625,224
1556,61,501,27,34215.77241,145
1557,60.60465116,594.3953488,27,33089.70543,129
1558,99.74358974,544.6467236,27,33803.97151,351
1559,104.1897233,420.5652174,27,33855.2332,253
1560,126.6315789,482.4736842,27,33729.26645,304
1561,131.8670213,451.1329787,27,34009.60106,188
1562,135,531,27,34253.31727,249
1563,136,584,27,33676.75904,249
1564,177,550.5,27,33779.64286,210
1565,191.7715134,29.20771513,27,33448.93472,337
1566,188,449,27,33081.91304,69
1567,197,612,27,33508.44138,145
1568,210.5,577,27,33687.18987,158
1569,227,73.5,27,33320.38095,210
1570,236,353.5,27,33846.19403,402
1571,235,503,27,33340.85517,145
1572,242,23,27,33315.43478,69
1573,250.1451613,273.9274194,27,33214.04839,124
1574,253.9725275,326.5494505,27,33880.64835,182
1575,259,56,27,33308.6069,145
1576,270,668,27,33286.38153,249
1577,275,489,27,33354.82569,109
1578,282.3453815,328.6787149,27,33639.0241,249
1579,295.2348993,292.2013423,27,33172.77852,149
1580,340,656,27,34165.03448,145
1581,346,446,27,33756.22069,145
1582,352.00625,105.784375,27,33292.97813,320
1583,352,282,27,33170.8731,197
1584,349.5,305,27,33147.51282,78
1585,363.9397163,145.6737589,27,33317.18794,282
1586,374,621,27,33612.52332,193
1587,380.6421725,178.4632588,27,33757.02875,313
1588,381,443,27,33759.7931,145
1589,385.5,676,27,33537.70253,158
1590,418.7253521,147.8591549,27,33707.98357,426
1591,417,642,27,33964.61379,145
1592,473.295977,170.3390805,27,34773.57471,348
1593,493,465,27,33506.52332,193
1594,496,433,27,33463.09845,193
1595,504.4988864,141.8062361,27,34693.79955,449
1596,541,459,27,33502.41379,145
1597,542,420,27,33483.71034,145
1598,679.0325,37.3825,27,33654.9425,400
1599,701,22,27,33636.43478,69
1600,756,383,27,33109.43478,69
1601,762,343,27,33109.30275,109
1602,788,207,27,33933.19679,249
1603,792,373,27,33207.90826,109
1604,796,167,27,33871.38554,249
1605,799,345,27,33203.85321,109
1606,817.8677043,225.077821,27,34052.61868,257
1607,855.1642229,203.0498534,27,33773.21408,341
1608,892.4552239,258.9664179,27,33172.54478,268
1609,891,489,27,33095.81159,69
1610,895,515,27,33097.02899,69
1611,928.7481752,270.1715328,27,33178.63139,274
1612,930,543,27,33823.4456,193
1613,939.5,209,27,33212.96774,186
1614,943.9805195,233.2922078,27,33180.8474,308
1615,950,188,27,34117.62951,305
1616,953,583,27,33664.40367,109
1617,974,524,27,33867.15544,193
1618,980.7493404,234.2031662,27,34152.48285,379
1619,983,546,27,33573.74483,145
1620,1010,411,27,33958.66207,145
1621,1044,424,27,33943.28966,145
1622,1049,378,27,34014.77064,109
1623,1068,393,27,33896.97241,145
1624,34.55445545,474.9752475,28,33976.83663,202
1625,37,544,28,33093.26087,69
1626,47.34285714,437.6142857,28,33755.31429,210
1627,62.5,593,28,33086.14167,120
1628,70,494,28,34025.70984,193
1629,95,418,28,34020.32414,145
1630,109.7837838,549.2675676,28,33810.9027,370
1631,131.4429967,480.2638436,28,33729.00326,307
1632,134,587,28,33656.73494,249
1633,134.3333333,446.238806,28,33971.9204,201
1634,138,530,28,34117.2249,249
1635,179.029661,546.0084746,28,33804.64831,236
1636,189.0884146,27.75914634,28,33451.72866,328
1637,186,440,28,33083.34783,69
1638,197,612,28,33487.48966,145
1639,215.5,578,28,33675.98101,158
1640,227.1630435,62.08695652,28,33289.15942,276
1641,231,498,28,33355.64828,145
1642,235.3296214,354.1002227,28,33836.94432,449
1643,240.2265625,271.75,28,33209.14844,128
1644,248.7239583,320.2447917,28,33832.98438,192
1645,246,23,28,33325.49275,69
1646,252.062201,63.02870813,28,33335.58373,209
1647,274,488,28,33339.97248,109
1648,277,329,28,33631.19171,193
1649,278,662,28,33609.28966,145
1650,299.2584746,299.9830508,28,33158.12712,236
1651,340,656,28,34169.17241,145
1652,344.5,270,28,33163.28846,208
1653,346,446,28,33787.2,145
1654,349.5,303.5,28,33139.29688,192
1655,355.3038462,100.5846154,28,33300.59231,260
1656,361.9883382,146.2040816,28,33311.25948,343
1657,372,621,28,33631.49741,193
1658,381.7871622,178.8952703,28,33765.34122,296
1659,381,443,28,33806.89655,145
1660,391,678,28,33568.17931,145
1661,416.1420912,144.2949062,28,33728.06971,373
1662,419,642,28,33923.95172,145
1663,474.9903614,174.1614458,28,34720.54699,415
1664,493,466,28,33482.87047,193
1665,497,429,28,33447.8342,193
1666,506.5412621,144.0461165,28,34879.04369,412
1667,541,459,28,33547.83448,145
1668,545.5,420,28,33495.93038,158
1669,681.7136465,32.72035794,28,33671.03803,447
1670,704,23,28,33513.85507,69
1671,762,342,28,33109.61468,109
1672,763,379,28,33103.01449,69
1673,782,207,28,33904.39759,249
1674,786,380,28,33206.07339,109
1675,796,166,28,33898.45783,249
1676,802.5,339,28,33189.96667,120
1677,816.4694656,228.0458015,28,34043.08015,262
1678,855.3374233,202.3773006,28,33773.28834,326
1679,891.6014493,255.7137681,28,33179.0942,276
1680,891,489,28,33092.43478,69
1681,895,515,28,33094.46377,69
1682,925.4259259,267.1666667,28,33165.30556,324
1683,926,546,28,33774.07772,193
1684,945.7250996,207.0996016,28,33195.03586,251
1685,945.3421053,232.3125,28,33174.34868,304
1686,949.5131195,183.5247813,28,34158.37318,343
1687,950,581,28,33626.72477,109
1688,975,524,28,33895.50259,193
1689,981.1389646,235.0653951,28,34241.92916,367
1690,985,546,28,33595.4069,145
1691,1010,411,28,33908.77241,145
1692,1043,424,28,33985.61379,145
1693,1049,378,28,33994.97248,109
1694,1066,392,28,33874.76552,145
1695,31.49710983,468.8092486,29,33975.46243,173
1696,44,542,29,33091.33333,69
1697,52.5,593,29,33077.68333,120
1698,57.82969432,430.8515284,29,33836.27511,229
1699,69,495,29,33854.23695,249
1700,96,419,29,34102.89655,145
1701,104.6765579,546.3738872,29,33804.40356,337
1702,132.6679537,480.7915058,29,33745.53282,259
1703,134,590,29,33654.0241,249
1704,140.7754237,441.2415254,29,33947.8178,236
1705,144.9252669,533.455516,29,34238.44484,281
1706,171.0652174,546.8602484,29,33721.85714,322
1707,186,440,29,33085.56522,69
1708,193.445283,28.64150943,29,33468.02264,265
1709,193,609,29,33493.33793,145
1710,216,578,29,33649.95862,145
1711,227.1684982,60.55311355,29,33309.69963,273
1712,233.7238806,271.738806,29,33203.74627,134
1713,232,499,29,33351.57241,145
1714,238.4498834,359.1072261,29,33836.36131,429
1715,243.9289941,323.443787,29,33731.95266,169
1716,246,24,29,33369.73913,69
1717,251.5,65,29,33329.54587,218
1718,263,666,29,33408.76147,109
1719,277.2862595,327.2290076,29,33611.44275,262
1720,275,486,29,33362.75172,145
1721,282,651,29,33594.35556,45
1722,287.0769231,292.0048077,29,33173.30288,208
1723,330,651,29,34074.48276,145
1724,344,268,29,33155.35025,197
1725,346,446,29,33745.12414,145
1726,354.4012539,100.6081505,29,33292.15361,319
1727,358.1495327,145.4299065,29,33328.91589,321
1728,356.9636364,312.9227273,29,33151.81364,220
1729,370,615,29,33702.43523,193
1730,382,178,29,33758.21595,301
1731,381,443,29,33775.68276,145
1732,390,680,29,33566.06207,145
1733,412.1552163,140.221374,29,33722.37405,393
1734,412,644,29,33891.26207,145
1735,479.3246753,180.8354978,29,36086.07792,231
1736,496.5,471,29,33474.28846,208
1737,497,429,29,33459.43523,193
1738,507.7193764,145.4075724,29,34831.97327,449
1739,538,460,29,33549.73394,109
1740,547,421,29,33472.41379,145
1741,679.0363248,32.95512821,29,33666.55128,468
1742,700,24,29,33608.33333,69
1743,759,379,29,33105.71014,69
1744,763,344,29,33106.42202,109
1745,775,208,29,33834.97189,249
1746,789,379,29,33210.55046,109
1747,796,166,29,33859.44177,249
1748,801,339,29,33199.22936,109
1749,811.9115044,227.1327434,29,34121.56637,226
1750,852.9162162,204.7378378,29,33751.56757,370
1751,891.6628788,249.2007576,29,33167.35606,264
1752,891,489,29,33094.91304,69
1753,896.5,515.5,29,33093.73171,82
1754,927.3582677,267.3661417,29,33174.8622,254
1755,930,546,29,33792.42487,193
1756,941.6052632,208.7368421,29,33213.64737,190
1757,948.1818182,233.3878788,29,33167.35758,330
1758,954.4061033,182.3004695,29,34029.99061,426
1759,950,581,29,33605.19266,109
1760,983.3468208,235.849711,29,34353.16474,346
1761,981,521,29,33921.15026,193
1762,985,546,29,33575.44828,145
1763,1010,410,29,33873.70345,145
1764,1043,422,29,33949.31034,145
1765,1049,378,29,33991.19266,109
1766,1066,388,29,33852.2,145
1767,40.09401709,463.4487179,30,33794.45299,234
