OBJECT_ID,CENTROID // MEAN_X_(PX),CENTROID // MEAN_Y_(PX),TIMEPOINT,SHAPE // PROJ_AREA_(PX^2),TRACK_ID
1703,559.5,28,74,1836,3
1704,588,530,74,1369,27
1705,625,627,74,1685,28
1706,683.5976294,728.6313163,74,1603,33
1707,701,491,74,1649,29
1708,742.5,954,74,1694,15
1709,823.5,173,74,1844,4
1710,162.5,392,75,2160,23
1711,175.8334703,114.6105177,75,3651,1
1712,237.4059381,434.5067827,75,3907,24
1713,280,48,75,2391,2
1714,296.1022727,675.9258021,75,1496,31
1715,323,529,75,1941,25
1716,371.5,389,75,1694,22
1717,393,264,75,1883,5
1718,397.9935205,702.5111591,75,1389,32
1719,452,784,75,1245,34
1720,461,534,75,1649,26
1721,465,622.5,75,1162,30
1722,476,421,75,1649,18
1723,514.7791249,315.0927781,75,1897,6
1724,558.5,27,75,1930,3
1725,592.5,531,75,1410,27
1726,625,628,75,1513,28
1727,687.254321,727.2104938,75,1620,33
1728,706,493,75,1739,29
1729,741,954,75,1649,15
1730,824,175,75,1739,4
1731,160,394,76,1789,23
1732,178.057581,113.7633102,76,3456,1
1733,241.5855778,422.5276571,76,3453,24
1734,280,51,76,2391,2
1735,297.5,678.5,76,1512,31
1736,323,528,76,1941,25
1737,369.5,389,76,1694,22
1738,390,259,76,1789,5
1739,400.5135338,704.0203008,76,1330,32
1740,452,784,76,1245,34
1741,460.5,534,76,1694,26
1742,464,623.5,76,1310,30
1743,476,420.5,76,1694,18
1744,513.0250142,318.0017055,76,1759,6
1745,557,27,76,1789,3
1746,596,532,76,1369,27
1747,625,627.5,76,1694,28
1748,688.4373107,724.5911569,76,1651,33
1749,707,492.5,76,1694,29
1750,741.5,954,76,1694,15
1751,824,174.5,76,1784,4
1752,142.4091743,381.9321101,77,545,23
1753,182,114.5,77,4154,1
1754,239.9688222,425.4910508,77,3464,24
1755,281.237247,49.76275304,77,2470,2
1756,297.0134271,674.9968031,77,1564,31
1757,323,527,77,1941,25
1758,365,388.5,77,1694,22
1759,390,257,77,1789,5
1760,400.6769115,702.7578711,77,1334,32
1761,452,784,77,1245,34
1762,460,534,77,1649,26
1763,467,628,77,1369,30
1764,475,419,77,1649,18
1765,513.9140534,312.539489,77,1722,6
1766,557,27,77,1789,3
1767,596,532,77,1369,27
1768,625,627,77,1649,28
1769,693.125,721.5785714,77,1680,33
1770,706,491,77,1649,29
1771,741,954,77,1649,15
1772,823.6839493,176.6519581,77,1813,4
1773,180.2089368,110.3251156,78,3245,1
1774,237.8888249,425.4714862,78,3472,24
1775,281.6175852,48.61758519,78,2377,2
1776,297.5578769,677.484472,78,1771,31
1777,323,527,78,1941,25
1778,365,385,78,1649,22
1779,390,260,78,1883,5
1780,400.4880282,703.0330986,78,1420,32
1781,452,784,78,1245,34
1782,459.5,534,78,1694,26
1783,465,629,78,1369,30
1784,475,419,78,1649,18
1785,516,319,78,2025,6
1786,556,27,78,1789,3
1787,596,532,78,1369,27
1788,632.5,631,78,1836,28
1789,691.2683761,722.8603989,78,1755,33
1790,705,489.5,78,1556,29
1791,741,954,78,1649,15
1792,823,177,78,1649,4
1793,183.4048851,109.0224138,79,3480,1
1794,238.1145038,427.0662486,79,3668,24
1795,278.5,46,79,2338,2
1796,297.4874001,680.0036878,79,1627,31
1797,323,530.5,79,1990,25
1798,366,385,79,1649,22
1799,391.5463158,262.9794737,79,1900,5
1800,404.3406421,706.6068912,79,1277,32
1801,451.5,784,79,1284,34
1802,461.5,535,79,1694,26
1803,465,629,79,1369,30
1804,475,419,79,1649,18
1805,516,315,79,1635,6
1806,556,28.5,79,1836,3
1807,596,531,79,1369,27
1808,633,631,79,1789,28
1809,689.2851312,723.7154519,79,1715,33
1810,703,491.5,79,1556,29
1811,743,953,79,1649,15
1812,823,178,79,1739,4
1813,187.3241501,114.056272,80,3412,1
1814,240.8141077,432.9427208,80,3771,24
1815,282,46.5,80,2444,2
1816,292.9122807,680.6192982,80,1710,31
1817,323,531,80,1941,25
1818,366,386,80,1649,22
1819,392,263,80,1883,5
1820,401.9510655,707.0157853,80,1267,32
1821,450,784,80,1245,34
1822,462,535.5,80,1694,26
1823,465,628,80,1369,30
1824,476,419,80,1649,18
1825,517.0121816,315.0055371,80,1806,6
1826,557.5,30,80,1836,3
1827,596,531,80,1369,27
1828,633,631,80,1789,28
1829,691.0745533,724.6186075,80,1623,33
1830,704,488.5,80,1556,29
1831,744,951,80,1649,15
1832,823,179,80,1649,4
1833,183.6383991,109.9490624,81,3573,1
1834,242.6068927,431.5589801,81,3569,24
1835,282,46,81,2391,2
1836,288.5615142,683.9722397,81,1585,31
1837,323,531,81,1941,25
1838,365.5,386,81,1694,22
1839,389.591702,261.1164545,81,2121,5
1840,403.1061693,703.7058824,81,1394,32
1841,450,784,81,1245,34
1842,468,538,81,1649,26
1843,466.5,625,81,1410,30
1844,476,419,81,1649,18
1845,521.5746173,318.9789541,81,1568,6
1846,559.5,29,81,1836,3
1847,596,531,81,1369,27
1848,633,631,81,1789,28
1849,697.6188341,718.0941704,81,1561,33
1850,707.5,489.5,81,1576,29
1851,744,951,81,1649,15
1852,823,179,81,1649,4
1853,184.6398909,109.2719006,82,3299,1
1854,242.1222281,427.0781415,82,3788,24
1855,282,46,82,2497,2
1856,287.6208333,687.3791667,82,1440,31
1857,323,531,82,1941,25
1858,370.0055325,388.4910097,82,2169,22
1859,387,263,82,1789,5
1860,402.9237602,705.0636566,82,1351,32
1861,450,784,82,1245,34
1862,468,538,82,1649,26
1863,467,619,82,1369,30
1864,476,419,82,1649,18
1865,518.179471,320.9086902,82,1588,6
1866,560,28,82,1789,3
1867,596,531.5,82,1410,27
1868,633,631,82,1789,28
1869,696.5140187,718.5607477,82,1605,33
1870,708,491,82,1599,29
1871,743.5,951,82,1694,15
1872,823,179,82,1649,4
1873,182.2551724,108.8098951,83,3335,1
1874,238.8654903,427.9418571,83,3457,24
1875,284,43.5,83,2444,2
1876,286.6865385,680.8442308,83,1560,31
1877,323,531.5,83,1990,25
1878,374,391,83,1649,22
1879,387,260,83,1789,5
1880,401.8014286,706.56,83,1400,32
1881,450,784,83,1245,34
1882,465,621.5,83,1410,30
1883,468,538,83,1649,26
1884,476,419,83,1649,18
1885,515,313,83,1557,6
1886,560,30.5,83,1836,3
1887,595,533,83,1369,27
1888,636,629,83,1789,28
1889,694.4921569,718.4745098,83,1530,33
1890,708,492,83,1599,29
1891,743,951,83,1649,15
1892,823,179.5,83,1694,4
1893,187.3225707,105.6722017,84,3252,1
1894,235.9425188,429.9870017,84,3462,24
1895,287.3474962,43.69044006,84,2636,2
1896,284.845958,677.1476766,84,1571,31
1897,323,532,84,1941,25
1898,375,391,84,1649,22
1899,387.3137755,258.6530612,84,1960,5
1900,400.6531049,711.6923626,84,1401,32
1901,452.0923295,783.5696023,84,1408,34
1902,463.4863606,619.5036593,84,1503,30
1903,466,537,84,1649,26
1904,476,419,84,1649,18
1905,515,315,84,1713,6
1906,560,31,84,1789,3
1907,593.6208333,533.6208333,84,1440,27
1908,637,633,84,1649,28
1909,691.8446991,721.3747851,84,1745,33
1910,709,492,84,1599,29
1911,743,952,84,1649,15
1912,823,180,84,1649,4
1913,142.9497207,385.8212291,85,179,35
1914,189.8873239,106.5258216,85,3408,1
1915,239.2048422,430.1515234,85,3676,24
1916,285,42,85,2391,2
1917,287.2072473,676.8722187,85,1573,31
1918,323,532,85,1941,25
1919,373.8569813,391.3363482,85,1769,22
1920,391.1447231,259.3333333,85,1914,5
1921,404.6398243,712.4714495,85,1366,32
1922,452.6208333,785.6208333,85,1440,34
1923,466,537,85,1649,26
1924,466,621,85,1451,30
1925,476,418,85,1649,18
1926,520.5693128,317.4751185,85,1688,6
1927,558,30,85,1883,3
1928,593,534.5,85,1410,27
1929,638,633.5,85,1880,28
1930,696.4982185,722.0415677,85,1684,33
1931,709,492.5,85,1642,29
1932,743,952.5,85,1694,15
1933,823,180,85,1649,4
1934,145,377,86,45,35
1935,190.5,104.5,86,3286,1
1936,238.7210125,426.885411,86,3674,24
1937,285.5908909,41.95085897,86,2503,2
1938,290.3435512,673.8426836,86,1729,31
1939,323,532,86,1941,25
1940,373,393,86,1649,22
1941,392,257.5,86,1836,5
1942,400.3961474,715.0318258,86,1194,32
1943,452,785,86,1369,34
1944,461.9405099,625.5206799,86,1765,30
1945,470,536,86,1649,26
1946,476.5,418,86,1694,18
1947,522,314.5,86,1830,6
1948,557,30,86,1789,3
1949,591,536.5,86,1410,27
1950,640,635,86,1649,28
1951,696.9837963,724.5769676,86,1728,33
1952,709,493.5,86,1642,29
1953,744,960,86,1977,15
1954,823,180,86,1649,4
1955,150,370,87,45,35
1956,199,105.5,87,3274,1
1957,235.5089563,427.7571053,87,4187,24
1958,294.4511156,39.47423935,87,2465,2
1959,290,675,87,1779,31
1960,323,532,87,1941,25
1961,372,393,87,1739,22
1962,390.6161369,256.1315403,87,2045,5
1963,394.4383369,713.8801973,87,1419,32
1964,452,785,87,1369,34
1965,456.3791667,618.3791667,87,1440,30
1966,470,536,87,1649,26
1967,477,418,87,1649,18
1968,525,311.5,87,1518,6
1969,557,30,87,1789,3
1970,589.776129,538.2993548,87,1550,27
1971,640,635,87,1649,28
1972,700.9706587,725.4071856,87,1670,33
1973,709,490.5,87,1642,29
1974,744,961,87,1789,15
1975,823,180,87,1649,4
1976,147.5208333,374.9930556,88,144,35
1977,196.0285307,105.0171184,88,3505,1
1978,231.5177634,425.0222428,88,3237,24
1979,293.5,38,88,2444,2
1980,295,679.5,88,1574,31
1981,323,532.5,88,1990,25
1982,370.5,393,88,1694,22
1983,386,258.5,88,1836,5
1984,395.7485075,715.7261194,88,1340,32
1985,452,785,88,1369,34
1986,459,622,88,1533,30
1987,470,535,88,1649,26
1988,477,418,88,1649,18
1989,525,316,88,1635,6
1990,557.5,28,88,1836,3
1991,587.6691475,540.1461434,88,1478,27
1992,639,635,88,1649,28
1993,705.9818523,722.7559449,88,1598,33
1994,709,489.5,88,1642,29
1995,743,961,88,1789,15
1996,823,180,88,1649,4
1997,146.2511416,375.0182648,89,219,35
1998,199.1416439,102.530179,89,3297,1
1999,238.0765223,426.621296,89,3071,24
2000,287,680.5,89,1574,31
2001,295,38,89,2285,2
2002,323,533,89,1941,25
2003,369,391,89,1739,22
2004,386,257,89,1789,5
2005,399.9452736,714.5165837,89,1206,32
2006,456.2490729,617.3114957,89,1618,30
2007,457,786,89,1369,34
2008,470,535,89,1649,26
2009,477,418,89,1649,18
2010,525,315,89,1635,6
2011,557.5,30,89,1836,3
2012,586.5518417,542.0245566,89,1466,27
2013,639,637,89,1649,28
2014,706.0903581,722.6413223,89,1815,33
2015,709.525393,486.4915357,89,1654,29
2016,746,956.5,89,1836,15
2017,823,180.5,89,1694,4
2018,158,366,90,45,35
2019,196.6222993,102.9154441,90,3749,1
2020,238.9637019,428.0013854,90,3609,24
2021,288.9397457,680.8524046,90,1809,31
2022,296.5,35,90,2338,2
2023,323,533,90,1941,25
2024,368,389,90,1739,22
2025,388,255,90,1789,5
2026,394,712.5,90,1110,32
2027,448,621.5,90,1656,30
2028,457,786,90,1369,34
2029,469,537,90,1649,26
2030,477,418,90,1649,18
2031,521.4304108,313.411404,90,1631,6
2032,557,30,90,1789,3
2033,586,544,90,1369,27
2034,639,641,90,1649,28
2035,708.2147157,723.2414716,90,1495,33
2036,710,488.5,90,1642,29
2037,746,955,90,1789,15
2038,823,181,90,1649,4
2039,200.7855429,95.31253749,91,3334,1
2040,241.7288186,430.1980907,91,3352,24
2041,284.0253713,684.4517327,91,1616,31
2042,300,34,91,2285,2
2043,323,533,91,1941,25
2044,369.5,389,91,1694,22
2045,389,254,91,1789,5
2046,394,714.5,91,1040,32
2047,449,621,91,1697,30
2048,457,786,91,1369,34
2049,468.5,537,91,1694,26
2050,477,418,91,1649,18
2051,525.3833428,303.0536224,91,1753,6
2052,557,30,91,1789,3
2053,586,544.5,91,1410,27
2054,643,645,91,1649,28
2055,708.6603194,492.1412776,91,1628,29
2056,714.9888158,724.5059211,91,1520,33
2057,744,956,91,1883,15
2058,821.5,178,91,1694,4
